anahtar,adet,ornek_yazim,ilk_yer
"وعنت",1,"وَعَنَتِ","20:111:1"
"للحى",1,"لِلْحَيِّ","20:111:3"
"هضما",1,"هَضْمًا","20:112:11"
"وحيه",1,"وَحْيُهُؗ","20:114:13"
"زدنى",1,"زِدْنٖي","20:114:16"
"عهدنا",1,"عَهِدْنَٓا","20:115:2"
"نجد",1,"نَجِدْ","20:115:9"
"ولزوجك",1,"وَلِزَوْجِكَ","20:117:7"
"يخرجنكما",1,"يُخْرِجَنَّكُمَا","20:117:9"
"فتشقى",1,"فَتَشْقٰى","20:117:12"
"تجوع",1,"تَجُوعَ","20:118:4"
"تعرى",1,"تَعْرٰىۙ","20:118:7"
"تظمؤا",1,"تَظْمَؤُ࣑ا","20:119:3"
"تضحى",1,"تَضْحٰى","20:119:6"
"ادلك",1,"اَدُلُّكَ","20:120:7"
"يبلى",1,"يَبْلٰى","20:120:13"
"فبدت",1,"فَبَدَتْ","20:121:3"
"فغوى",1,"فَغَوٰىࣕ","20:121:15"
"يشقى",1,"يَشْقٰى","20:123:18"
"معيشة",1,"مَعٖيشَةً","20:124:7"
"ضنكا",1,"ضَنْكًا","20:124:8"
"ونحشره",1,"وَنَحْشُرُهُ","20:124:9"
"حشرتنى",1,"حَشَرْتَنٖٓي","20:125:4"
"اتتك",1,"اَتَتْكَ","20:126:3"
"فنسيتها",1,"فَنَسٖيتَهَاۚ","20:126:5"
"غروبها",1,"غُرُوبِهَاۚ","20:130:12"
"انائ",1,"اٰنَٓائِ","20:130:14"
"واطراف",1,"وَاَطْرَافَ","20:130:17"
"زهرة",1,"زَهْرَةَ","20:131:10"
"نسلك",1,"نَسْـَٔلُكَ","20:132:7"
"نرزقك",1,"نَرْزُقُكَؕ","20:132:10"
"نذل",1,"نَذِلَّ","20:134:18"
"ونخزى",1,"وَنَخْزٰى","20:134:19"
"متربص",1,"مُتَرَبِّصٌ","20:135:3"
"فيدمغه",1,"فَيَدْمَغُهُ","21:18:6"
"يسبقونه",1,"يَسْبِقُونَهُ","21:27:2"
"خشيته",1,"خَشْيَتِهٖ","21:28:14"
"اياتها",1,"اٰيَاتِهَا","21:32:7"
"راك",1,"رَاٰكَ","21:36:2"
"رشده",1,"رُشْدَهُ","21:51:4"
"لتماثيل",1,"التَّمَاثٖيلُ","21:52:7"
"للاعبين",1,"اللَّاعِبٖينَ","21:55:7"
"فطرهن",1,"فَطَرَهُنَّؗ","21:56:8"
"وتالله",1,"وَتَاللّٰهِ","21:57:1"
"لاكيدن",1,"لَاَكٖيدَنَّ","21:57:2"
"اصنامكم",1,"اَصْنَامَكُمْ","21:57:3"
"جذاذا",1,"جُذَاذًا","21:58:2"
"يذكرهم",1,"يَذْكُرُهُمْ","21:60:4"
"فعله",1,"فَعَلَهُࣗ","21:63:3"
"فسلوهم",1,"فَسْـَٔلُوهُمْ","21:63:6"
"افتعبدون",1,"اَفَتَعْبُدُونَ","21:66:2"
"وانصروا",1,"وَانْصُرُٓوا","21:68:3"
"كونى",1,"كُونٖي","21:69:4"
"علىابرهيم",1,"عَلٰٓىاِبْرٰهٖيمَۙ","21:69:7"
"تعمل",1,"تَعْمَلُ","21:74:10"
"وادخلناه",1,"وَاَدْخَلْنَاهُ","21:75:1"
"ونصرناه",1,"وَنَصَرْنَاهُ","21:77:1"
"وداو࣒د",1,"وَدَاوُ࣒دَ","21:78:1"
"يحكمان",1,"يَحْكُمَانِ","21:78:4"
"نفشت",1,"نَفَشَتْ","21:78:8"
"غنم",1,"غَنَمُ","21:78:10"
"لحكمهم",1,"لِحُكْمِهِمْ","21:78:13"
"ففهمناها",1,"فَفَهَّمْنَاهَا","21:79:1"
"وسخرنا",1,"وَسَخَّرْنَا","21:79:7"
"صنعة",1,"صَنْعَةَ","21:80:2"
"لبوس",1,"لَبُوسٍ","21:80:3"
"لتحصنكم",1,"لِتُحْصِنَكُمْ","21:80:5"
"شاكرون",1,"شَاكِرُونَ","21:80:10"
"عاصفة",1,"عَاصِفَةً","21:81:3"
"يغوصون",1,"يَغُوصُونَ","21:82:4"
"ويعملون",1,"وَيَعْمَلُونَ","21:82:6"
"للعابدين",1,"لِلْعَابِدٖينَ","21:84:16"
"وادريس",1,"وَاِدْرٖيسَ","21:85:2"
"وادخلناهم",1,"وَاَدْخَلْنَاهُمْ","21:86:1"
"لنون",1,"النُّونِ","21:87:2"
"مغاضبا",1,"مُغَاضِبًا","21:87:5"
"فظن",1,"فَظَنَّ","21:87:6"
"نقدر",1,"نَقْدِرَ","21:87:9"
"تذرنى",1,"تَذَرْنٖي","21:89:7"
"واصلحنا",1,"وَاَصْلَحْنَا","21:90:6"
"ويدعوننا",1,"وَيَدْعُونَنَا","21:90:14"
"رغبا",1,"رَغَبًا","21:90:15"
"ورهبا",1,"وَرَهَبًاؕ","21:90:16"
"وابنها",1,"وَابْنَهَٓا","21:91:9"
"كاتبون",1,"كَاتِبُونَ","21:94:12"
"حدب",1,"حَدَبٍ","21:96:9"
"شاخصة",1,"شَاخِصَةٌ","21:97:6"
"واردون",1,"وَارِدُونَ","21:98:11"
"وردوها",1,"وَرَدُوهَاؕ","21:99:6"
"مبعدون",1,"مُبْعَدُونَۙ","21:101:9"
"حسيسها",1,"حَسٖيسَهَاۚ","21:102:3"
"اشتهت",1,"اشْتَهَتْ","21:102:7"
"يحزنهم",1,"يَحْزُنُهُمُ","21:103:2"
"لفزع",1,"الْفَزَعُ","21:103:3"
"وتتلقيهم",1,"وَتَتَلَقّٰيهُمُ","21:103:5"
"نطوى",1,"نَطْوِي","21:104:2"
"كطى",1,"كَطَيِّ","21:104:4"
"لسجل",1,"السِّجِلِّ","21:104:5"
"للكتب",1,"لِلْكُتُبِؕ","21:104:6"
"بدانا",1,"بَدَاْنَٓا","21:104:8"
"نعيده",1,"نُعٖيدُهُؕ","21:104:11"
"لزبور",1,"الزَّبُورِ","21:105:4"
"اذنتكم",1,"اٰذَنْتُكُمْ","21:109:4"
"عطفه",1,"عِطْفِهٖ","22:9:2"
"ونذيقه",1,"وَنُذٖيقُهُ","22:9:11"
"اصابه",1,"اَصَابَهُ","22:11:9"
"يضره",1,"يَضُرُّهُ","22:12:7"
"ينفعه",1,"يَنْفَعُهُؕ","22:12:10"
"نفعه",1,"نَفْعِهٖؕ","22:13:6"
"امنيته",1,"اُمْنِيَّتِهٖۚ","22:52:15"
"فينسخ",1,"فَيَنْسَخُ","22:52:16"
"والقاسية",1,"وَالْقَاسِيَةِ","22:53:10"
"فيؤمنوا",1,"فَيُؤْمِنُوا","22:54:9"
"فتخبت",1,"فَتُخْبِتَ","22:54:11"
"لهاد",1,"لَهَادِ","22:54:16"
"ليرزقنهم",1,"لَيَرْزُقَنَّهُمُ","22:58:10"
"ليدخلنهم",1,"لَيُدْخِلَنَّهُمْ","22:59:1"
"يرضونه",1,"يَرْضَوْنَهُؕ","22:59:3"
"عاقب",1,"عَاقَبَ","22:60:3"
"عوقب",1,"عُوقِبَ","22:60:6"
"لينصرنه",1,"لَيَنْصُرَنَّهُ","22:60:11"
"مخضرة",1,"مُخْضَرَّةًؕ","22:63:11"
"ويمسك",1,"وَيُمْسِكُ","22:65:15"
"تقع",1,"تَقَعَ","22:65:18"
"احياكم",1,"اَحْيَاكُمْؗ","22:66:3"
"ناسكوه",1,"نَاسِكُوهُ","22:67:6"
"ينازعنك",1,"يُنَازِعُنَّكَ","22:67:8"
"جادلوك",1,"جَادَلُوكَ","22:68:2"
"يسطون",1,"يَسْطُونَ","22:72:13"
"افانبئكم",1,"اَفَاُنَبِّئُكُمْ","22:72:19"
"يخلقوا",1,"يَخْلُقُوا","22:73:14"
"ذبابا",1,"ذُبَابًا","22:73:15"
"اجتمعوا",1,"اجْتَمَعُوا","22:73:17"
"يسلبهم",1,"يَسْلُبْهُمُ","22:73:20"
"لذباب",1,"الذُّبَابُ","22:73:21"
"يستنقذوه",1,"يَسْتَنْقِذُوهُ","22:73:24"
"لطالب",1,"الطَّالِبُ","22:73:27"
"والمطلوب",1,"وَالْمَطْلُوبُ","22:73:28"
"يصطفى",1,"يَصْطَفٖي","22:75:2"
"وافعلوا",1,"وَافْعَلُوا","22:77:8"
"جهاده",1,"جِهَادِهٖؕ","22:78:5"
"اجتبيكم",1,"اجْتَبٰيكُمْ","22:78:7"
"سميكم",1,"سَمّٰيكُمُ","22:78:19"
"واويناهما",1,"وَاٰوَيْنَاهُمَٓا","23:50:6"
"فتقطعوا",1,"فَتَقَطَّعُٓوا","23:53:1"
"زبرا",1,"زُبُرًاؕ","23:53:4"
"غمرتهم",1,"غَمْرَتِهِمْ","23:54:3"
"ايحسبون",1,"اَيَحْسَبُونَ","23:55:1"
"نمدهم",1,"نُمِدُّهُمْ","23:55:3"
"نسارع",1,"نُسَارِعُ","23:56:1"
"وجلة",1,"وَجِلَةٌ","23:60:6"
"مترفيهم",1,"مُتْرَفٖيهِمْ","23:64:4"
"يجرون",1,"يَجْــَٔرُونَؕ","23:64:8"
"تجروا",1,"تَجْــَٔرُوا","23:65:2"
"تنكصون",1,"تَنْكِصُونَۙ","23:66:9"
"مستكبرين",1,"مُسْتَكْبِرٖينَ","23:67:1"
"سامرا",1,"سَامِرًا","23:67:3"
"تهجرون",1,"تَهْجُرُونَ","23:67:4"
"يدبروا",1,"يَدَّبَّرُوا","23:68:2"
"يعرفوا",1,"يَعْرِفُوا","23:69:3"
"بذكرهم",1,"بِذِكْرِهِمْ","23:71:12"
"ذكرهم",1,"ذِكْرِهِمْ","23:71:15"
"فخراج",1,"فَخَرَاجُ","23:72:4"
"لتدعوهم",1,"لَتَدْعُوهُمْ","23:73:2"
"لناكبون",1,"لَنَاكِبُونَ","23:74:8"
"رحمناهم",1,"رَحِمْنَاهُمْ","23:75:2"
"وكشفنا",1,"وَكَشَفْنَا","23:75:3"
"للجوا",1,"لَلَجُّوا","23:75:8"
"يجار",1,"يُجَارُ","23:88:10"
"تسحرون",1,"تُسْحَرُونَ","23:89:5"
"ولعلا",1,"وَلَعَلَا","23:91:17"
"همزات",1,"هَمَزَاتِ","23:97:6"
"واعوذ",1,"وَاَعُوذُ","23:98:1"
"يحضرون",1,"يَحْضُرُونِ","23:98:5"
"ارجعون",1,"ارْجِعُونِۙ","23:99:8"
"قائلها",1,"قَٓائِلُهَاؕ","23:100:10"
"انساب",1,"اَنْسَابَ","23:101:6"
"تلفح",1,"تَلْفَحُ","23:104:1"
"كالحون",1,"كَالِحُونَ","23:104:6"
"شقوتنا",1,"شِقْوَتُنَا","23:106:5"
"اخسؤ࣒ا",1,"اخْسَؤُ࣒ا","23:108:2"
"تكلمون",1,"تُكَلِّمُونِ","23:108:5"
"فاتخذتموهم",1,"فَاتَّخَذْتُمُوهُمْ","23:110:1"
"انسوكم",1,"اَنْسَوْكُمْ","23:110:4"
"تضحكون",1,"تَضْحَكُونَ","23:110:8"
"جزيتهم",1,"جَزَيْتُهُمُ","23:111:2"
"لعادين",1,"الْعَٓادّٖينَ","23:113:8"
"افحسبتم",1,"اَفَحَسِبْتُمْ","23:115:1"
"عبثا",1,"عَبَثًا","23:115:4"
"وارحم",1,"وَارْحَمْ","23:118:4"
"انزلناها",1,"اَنْزَلْنَاهَا","24:1:2"
"كبره",1,"كِبْرَهُ","24:11:24"
"تلقونه",1,"تَلَقَّوْنَهُ","24:15:2"
"وتحسبونه",1,"وَتَحْسَبُونَهُ","24:15:11"
"بهتان",1,"بُهْتَانٌ","24:16:13"
"لمثله",1,"لِمِثْلِهٖٓ","24:17:5"
"سميععليم",1,"سَمٖيعٌعَلٖيمٌ","24:21:34"
"مبرؤ࣒ن",1,"مُبَرَّؤُ࣒نَ","24:26:10"
"اباء",1,"اٰبَٓاءِ","24:31:27"
"يضيء",1,"يُضٖٓيءُ","24:35:28"
"لنوره",1,"لِنُورِهٖ","24:35:38"
"فوفيه",1,"فَوَفّٰيهُ","24:39:18"
"يغشيه",1,"يَغْشٰيهُ","24:40:6"
"يريها",1,"يَرٰيهَاؕ","24:40:23"
"صلاته",1,"صَلَاتَهُ","24:41:16"
"وتسبيحه",1,"وَتَسْبٖيحَهُؕ","24:41:17"
"ويصرفه",1,"وَيَصْرِفُهُ","24:43:30"
"برقه",1,"بَرْقِهٖ","24:43:36"
"بالابصار",1,"بِالْاَبْصَارِؕ","24:43:38"
"ويخش",1,"وَيَخْشَ","24:52:5"
"ويتقه",1,"وَيَتَّقْهِ","24:52:7"
"امرتهم",1,"اَمَرْتَهُمْ","24:53:6"
"معروفة",1,"مَعْرُوفَةٌؕ","24:53:12"
"وعليكم",1,"وَعَلَيْكُمْ","24:54:12"
"حملتم",1,"حُمِّلْتُمْؕ","24:54:14"
"تطيعوه",1,"تُطٖيعُوهُ","24:54:16"
"ليستخلفنهم",1,"لَيَسْتَخْلِفَنَّهُمْ","24:55:8"
"استخلف",1,"اسْتَخْلَفَ","24:55:12"
"وليمكنن",1,"وَلَيُمَكِّنَنَّ","24:55:16"
"وليبدلنهم",1,"وَلَيُبَدِّلَنَّهُمْ","24:55:22"
"خوفهم",1,"خَوْفِهِمْ","24:55:25"
"يعبدوننى",1,"يَعْبُدُونَنٖي","24:55:27"
"ليستاذنكم",1,"لِيَسْتَاْذِنْكُمُ","24:58:4"
"يبلغوا",1,"يَبْلُغُوا","24:58:10"
"مرات",1,"مَرَّاتٍؕ","24:58:14"
"تضعون",1,"تَضَعُونَ","24:58:20"
"ثيابكم",1,"ثِيَابَكُمْ","24:58:21"
"لظهيرة",1,"الظَّهٖيرَةِ","24:58:23"
"لعشاء",1,"الْعِشَٓاءِࣞ","24:58:27"
"بعدهن",1,"بَعْدَهُنَّؕ","24:58:36"
"طوافون",1,"طَوَّافُونَ","24:58:37"
"فليستاذنوا",1,"فَلْيَسْتَاْذِنُوا","24:59:6"
"استاذن",1,"اسْتَاْذَنَ","24:59:8"
"والقواعد",1,"وَالْقَوَاعِدُ","24:60:1"
"ثيابهن",1,"ثِيَابَهُنَّ","24:60:13"
"متبرجات",1,"مُتَبَرِّجَاتٍ","24:60:15"
"يستعففن",1,"يَسْتَعْفِفْنَ","24:60:18"
"اخوانكم",1,"اِخْوَانِكُمْ","24:61:28"
"اخواتكم",1,"اَخَوَاتِكُمْ","24:61:31"
"اعمامكم",1,"اَعْمَامِكُمْ","24:61:34"
"عماتكم",1,"عَمَّاتِكُمْ","24:61:37"
"اخوالكم",1,"اَخْوَالِكُمْ","24:61:40"
"خالاتكم",1,"خَالَاتِكُمْ","24:61:43"
"ملكتم",1,"مَلَكْتُمْ","24:61:46"
"صديقكم",1,"صَدٖيقِكُمْؕ","24:61:49"
"فسلموا",1,"فَسَلِّمُوا","24:61:61"
"يستاذنوه",1,"يَسْتَاْذِنُوهُؕ","24:62:16"
"استاذنوك",1,"اسْتَاْذَنُوكَ","24:62:26"
"شانهم",1,"شَاْنِهِمْ","24:62:28"
"كدعاء",1,"كَدُعَٓاءِ","24:63:6"
"يتسللون",1,"يَتَسَلَّلُونَ","24:63:13"
"لواذا",1,"لِوَاذًاۚ","24:63:15"
"فليحذر",1,"فَلْيَحْذَرِ","24:63:16"
"يخالفون",1,"يُخَالِفُونَ","24:63:18"
"واعانه",1,"وَاَعَانَهُ","25:4:9"
"اخرون",1,"اٰخَرُونَۚۛ","25:4:12"
"لرسولسبيلا",1,"الرَّسُولِسَبٖيلًا","25:27:11"
"فلاناخليلا",1,"فُلَانًاخَلٖيلًا","25:28:6"
"لقرانمهجورا",1,"الْقُرْاٰنَمَهْجُورًا","25:30:9"
"لجعله",1,"لَجَعَلَهُ","25:45:10"
"لنحيى",1,"لِنُحْيِيَ","25:49:1"
"ونسقيه",1,"وَنُسْقِيَهُ","25:49:5"
"لبعثنا",1,"لَبَعَثْنَا","25:51:3"
"وجاهدهم",1,"وَجَاهِدْهُمْ","25:52:4"
"وحجرا",1,"وَحِجْرًا","25:53:14"
"وصهرا",1,"وَصِهْرًاؕ","25:54:9"
"انسجد",1,"اَنَسْجُدُ","25:60:9"
"تامرنا",1,"تَاْمُرُنَا","25:60:11"
"وزادهم",1,"وَزَادَهُمْ","25:60:12"
"وقمرا",1,"وَقَمَرًا","25:61:10"
"خلفة",1,"خِلْفَةً","25:62:6"
"وعباد",1,"وَعِبَادُ","25:63:1"
"هونا",1,"هَوْنًا","25:63:7"
"خاطبهم",1,"خَاطَبَهُمُ","25:63:9"
"وقياما",1,"وَقِيَامًا","25:64:5"
"اصرف",1,"اصْرِفْ","25:65:4"
"غراما",1,"غَرَامًاࣗ","25:65:11"
"ساءت",1,"سَٓاءَتْ","25:66:2"
"يسرفوا",1,"يُسْرِفُوا","25:67:5"
"يقتروا",1,"يَقْتُرُوا","25:67:7"
"قواما",1,"قَوَامًا","25:67:11"
"يزنون",1,"يَزْنُونَۚ","25:68:17"
"يلق",1,"يَلْقَ","25:68:21"
"اثاما",1,"اَثَامًاۙ","25:68:22"
"ويخلد",1,"وَيَخْلُدْ","25:69:6"
"فيه࣒",1,"فٖيهٖ࣒","25:69:7"
"مهانا",1,"مُهَانًاࣗ","25:69:8"
"حسنات",1,"حَسَنَاتٍؕ","25:70:12"
"يخروا",1,"يَخِرُّوا","25:73:7"
"وعميانا",1,"وَعُمْيَانًا","25:73:10"
"وذرياتنا",1,"وَذُرِّيَّاتِنَا","25:74:8"
"لغرفة",1,"الْغُرْفَةَ","25:75:3"
"ويلقون",1,"وَيُلَقَّوْنَ","25:75:6"
"حسنت",1,"حَسُنَتْ","25:76:3"
"يعبؤا",1,"يَعْبَؤُ࣑ا","25:77:3"
"دعاؤكم",1,"دُعَٓاؤُ࣑كُمْۚ","25:77:7"
"بسحره",1,"بِسِحْرِهٖࣗ","26:35:6"
"نطمع",1,"نَطْمَعُ","26:51:2"
"لشرذمة",1,"لَشِرْذِمَةٌ","26:54:3"
"قليلون",1,"قَلٖيلُونَۙ","26:54:4"
"لغائظون",1,"لَغَٓائِظُونَۙ","26:55:3"
"لجميع",1,"لَجَمٖيعٌ","26:56:2"
"حاذرون",1,"حَاذِرُونَؕ","26:56:3"
"فاخرجناهم",1,"فَاَخْرَجْنَاهُمْ","26:57:1"
"وكنوز",1,"وَكُنُوزٍ","26:58:1"
"فاتبعوهم",1,"فَاَتْبَعُوهُمْ","26:60:1"
"تراء",1,"تَرَٓاءَ","26:61:2"
"لمدركون",1,"لَمُدْرَكُونَۚ","26:61:8"
"فانفلق",1,"فَانْفَلَقَ","26:63:8"
"كالطود",1,"كَالطَّوْدِ","26:63:12"
"وازلفنا",1,"وَاَزْلَفْنَا","26:64:1"
"فنظل",1,"فَنَظَلُّ","26:71:4"
"يسمعونكم",1,"يَسْمَعُونَكُمْ","26:72:3"
"ينفعونكم",1,"يَنْفَعُونَكُمْ","26:73:2"
"يضرون",1,"يَضُرُّونَ","26:73:4"
"لاقدمون",1,"الْاَقْدَمُونَ","26:76:3"
"خلقنى",1,"خَلَقَنٖي","26:78:2"
"يطعمنى",1,"يُطْعِمُنٖي","26:79:3"
"ويسقين",1,"وَيَسْقٖينِۙ","26:79:4"
"يشفين",1,"يَشْفٖينِࣕ","26:80:4"
"يميتنى",1,"يُمٖيتُنٖي","26:81:2"
"يحيين",1,"يُحْيٖينِۙ","26:81:4"
"اطمع",1,"اَطْمَعُ","26:82:2"
"خطيتى",1,"خَطٖٓيـَٔتٖي","26:82:6"
"ورثة",1,"وَرَثَةِ","26:85:3"
"لابى",1,"لِاَبٖٓي","26:86:2"
"تخزنى",1,"تُخْزِنٖي","26:87:2"
"بنون",1,"بَنُونَۙ","26:88:6"
"للغاوين",1,"لِلْغَاوٖينَۙ","26:91:3"
"ينصرونكم",1,"يَنْصُرُونَكُمْ","26:93:5"
"فكبكبوا",1,"فَكُبْكِبُوا","26:94:1"
"والغاو࣒ن",1,"وَالْغَاوُ࣒نَۙ","26:94:4"
"نسويكم",1,"نُسَوّٖيكُمْ","26:98:2"
"شافعين",1,"شَافِعٖينَۙ","26:100:4"
"فنكون",1,"فَنَكُونَ","26:102:5"
"واتبعك",1,"وَاتَّبَعَكَ","26:111:4"
"لارذلون",1,"الْاَرْذَلُونَؕ","26:111:5"
"علمى",1,"عِلْمٖي","26:112:3"
"منالمرجومين",1,"مِنَالْمَرْجُومٖينَؕ","26:116:8"
"فافتح",1,"فَافْتَحْ","26:118:1"
"اتبنون",1,"اَتَبْنُونَ","26:128:1"
"ريع",1,"رٖيعٍ","26:128:3"
"تعبثون",1,"تَعْبَثُونَۙ","26:128:5"
"وتتخذون",1,"وَتَتَّخِذُونَ","26:129:1"
"مصانع",1,"مَصَانِـعَ","26:129:2"
"تخلدون",1,"تَخْلُدُونَۚ","26:129:4"
"بانعام",1,"بِاَنْعَامٍ","26:133:2"
"اوعظت",1,"اَوَعَظْتَ","26:136:4"
"لواعظين",1,"الْوَاعِظٖينَۙ","26:136:9"
"اتتركون",1,"اَتُتْرَكُونَ","26:146:1"
"هضيم",1,"هَضٖيمٌۚ","26:148:4"
"فارهين",1,"فَارِهٖينَۚ","26:149:5"
"لذكران",1,"الذُّكْرَانَ","26:165:2"
"عادون",1,"عَادُونَ","26:166:11"
"منالمخرجين",1,"مِنَالْمُخْرَجٖينَ","26:167:8"
"لعملكم",1,"لِعَمَلِكُمْ","26:168:3"
"لقالين",1,"الْقَالٖينَؕ","26:168:5"
"واهلى",1,"وَاَهْلٖي","26:169:3"
"لمخسرين",1,"الْمُخْسِرٖينَۚ","26:181:6"
"والجبلة",1,"وَالْجِبِلَّةَ","26:184:4"
"نظنك",1,"نَظُنُّكَ","26:186:7"
"فاسقط",1,"فَاَسْقِطْ","26:187:1"
"لظلة",1,"الظُّلَّةِؕ","26:189:5"
"لتنزيل",1,"لَتَنْزٖيلُ","26:192:2"
"علمؤا",1,"عُلَمٰٓؤُ࣑ا","26:197:7"
"نزلناه",1,"نَزَّلْنَاهُ","26:198:2"
"لاعجمين",1,"الْاَعْجَمٖينَۙ","26:198:5"
"فقراه",1,"فَقَرَاَهُ","26:199:1"
"سلكناه",1,"سَلَكْنَاهُ","26:200:2"
"فياتيهم",1,"فَيَاْتِيَهُمْ","26:202:1"
"منظرون",1,"مُنْظَرُونَؕ","26:203:4"
"متعناهم",1,"مَتَّعْنَاهُمْ","26:205:3"
"يمتعون",1,"يُمَتَّعُونَؕ","26:207:6"
"منذرون",1,"مُنْذِرُونَࣗۛ","26:208:7"
"تنزلت",1,"تَنَزَّلَتْ","26:210:2"
"لمعزولون",1,"لَمَعْزُولُونَؕ","26:212:4"
"لمعذبين",1,"الْمُعَذَّبٖينَۚ","26:213:9"
"عشيرتك",1,"عَشٖيرَتَكَ","26:214:2"
"لاقربين",1,"الْاَقْرَبٖينَۙ","26:214:3"
"عصوك",1,"عَصَوْكَ","26:216:2"
"يريك",1,"يَرٰيكَ","26:218:2"
"وتقلبك",1,"وَتَقَلُّبَكَ","26:219:1"
"والشعراء",1,"وَالشُّعَرَٓاءُ","26:224:1"
"يتبعهم",1,"يَتَّبِعُهُمُ","26:224:2"
"لغاو࣒ن",1,"الْغَاوُ࣒نَؕ","26:224:3"
"يهيمون",1,"يَهٖيمُونَۙ","26:225:7"
"وانتصروا",1,"وَانْتَصَرُوا","26:227:9"
"ينقلبون",1,"يَنْقَلِبُونَ","26:227:19"
"لعزيزالحكيم",1,"الْعَزٖيزُالْحَكٖيمُۙ","27:9:6"
"لديالمرسلون",1,"لَدَيَّالْمُرْسَلُونَࣗ","27:10:19"
"جنوده",1,"جُنُودُهُ","27:17:3"
"مالى",1,"مَالِيَ","27:20:4"
"لاعذبنه",1,"لَاُعَذِّبَنَّهُ","27:21:1"
"لااذبحنه",1,"لَا࣑اَذْبَحَنَّهُٓ","27:21:5"
"واو࣒تيت",1,"وَاُو࣒تِيَتْ","27:23:5"
"اتين‌ى",1,"اٰتٰينِ‌يَ","27:36:8"
"لعلكمترحمون",1,"لَعَلَّكُمْتُرْحَمُونَ","27:46:12"
"لنبيتنه",1,"لَنُبَيِّتَنَّهُ","27:49:4"
"دمرناهم",1,"دَمَّرْنَاهُمْ","27:51:7"
"بهجة",1,"بَهْجَةٍۚ","27:60:14"
"تنبتوا",1,"تُنْبِتُوا","27:60:19"
"شجرها",1,"شَجَرَهَاؕ","27:60:20"
"حاجزا",1,"حَاجِزًاؕ","27:61:14"
"يجيب",1,"يُجٖيبُ","27:62:2"
"لمضطر",1,"الْمُضْطَرَّ","27:62:3"
"دعاه",1,"دَعَاهُ","27:62:5"
"ويكشف",1,"وَيَكْشِفُ","27:62:6"
"ويجعلكم",1,"وَيَجْعَلُكُمْ","27:62:8"
"يهديكم",1,"يَهْدٖيكُمْ","27:63:2"
"ادارك",1,"ادَّارَكَ","27:66:2"
"علمهم",1,"عِلْمُهُمْ","27:66:3"
"عمون",1,"عَمُونَࣖ","27:66:14"
"لمخرجون",1,"لَمُخْرَجُونَ","27:67:9"
"ردف",1,"رَدِفَ","27:72:5"
"غائبة",1,"غَٓائِبَةٍ","27:75:3"
"بحكمه",1,"بِحُكْمِهٖۚ","27:78:5"
"تكلمهم",1,"تُكَلِّمُهُمْۙ","27:82:10"
"اكذبتم",1,"اَكَذَّبْتُمْ","27:84:5"
"تحيطوا",1,"تُحٖيطُوا","27:84:8"
"اماذا",1,"اَمَّاذَا","27:84:11"
"ووقع",1,"وَوَقَعَ","27:85:1"
"ليسكنوا",1,"لِيَسْكُنُوا","27:86:6"
"تحسبها",1,"تَحْسَبُهَا","27:88:3"
"جامدة",1,"جَامِدَةً","27:88:4"
"صنع",1,"صُنْعَ","27:88:9"
"اتقن",1,"اَتْقَنَ","27:88:12"
"فكبت",1,"فَكُبَّتْ","27:90:4"
"لبلدة",1,"الْبَلْدَةِ","27:91:7"
"حرمها",1,"حَرَّمَهَا","27:91:9"
"اتلوا",1,"اَتْلُوَا","27:92:2"
"سيريكم",1,"سَيُرٖيكُمْ","27:93:4"
"فتعرفونها",1,"فَتَعْرِفُونَهَاؕ","27:93:6"
"ويستحى",1,"وَيَسْتَحْيٖ","28:4:14"
"فالتقطه",1,"فَالْتَقَطَهُٓ","28:8:1"
"فارغا",1,"فَارِغًاؕ","28:10:5"
"لاخته",1,"لِاُخْتِهٖ","28:11:2"
"وحرمنا",1,"وَحَرَّمْنَا","28:12:1"
"يكفلونه",1,"يَكْفُلُونَهُ","28:12:12"
"فوكزه",1,"فَوَكَزَهُ","28:15:26"
"استنصره",1,"اسْتَنْصَرَهُ","28:18:8"
"يستصرخه",1,"يَسْتَصْرِخُهُؕ","28:18:10"
"منالمصلحين",1,"مِنَالْمُصْلِحٖينَ","28:19:32"
"منالناصحين",1,"مِنَالنَّاصِحٖينَ","28:20:18"
"منالامنين",1,"مِنَالْاٰمِنٖينَ","28:31:19"
"منالكاذبين",1,"مِنَالْكَاذِبٖينَ","28:38:27"
"وصلنا",1,"وَصَّلْنَا","28:51:2"
"نبتغى",1,"نَبْتَغِي","28:55:14"
"نتخطف",1,"نُتَخَطَّفْ","28:57:6"
"يجبى",1,"يُجْبٰٓى","28:57:14"
"بطرت",1,"بَطِرَتْ","28:58:5"
"معيشتها",1,"مَعٖيشَتَهَاۚ","28:58:6"
"تسكن",1,"تُسْكَنْ","28:58:10"
"امها",1,"اُمِّهَا","28:59:9"
"مهلكى",1,"مُهْلِكِي","28:59:16"
"وعدناه",1,"وَعَدْنَاهُ","28:61:2"
"لاقيه",1,"لَاقٖيهِ","28:61:6"
"متعناه",1,"مَتَّعْنَاهُ","28:61:8"
"اغوينا",1,"اَغْوَيْنَاۚ","28:63:9"
"اغويناهم",1,"اَغْوَيْنَاهُمْ","28:63:10"
"لمفلحين",1,"الْمُفْلِحٖينَ","28:67:11"
"ويختار",1,"وَيَخْتَارُؕ","28:68:5"
"بضياء",1,"بِضِيَٓاءٍؕ","28:71:17"
